"storm_year","max_residual","mean_sea_level"
1972,91.1912271011314,387.01912568306
1973,128.091562452019,384.104109589041
1974,60.4891580337887,388.49032178523
1975,64.0065516709954,388.301858478587
1976,55.7555518115712,382.992144808743
1977,54.3711729667682,392.616013071895
1978,73.1958989425479,391.787557077626
1979,62.2904523048771,391.157329598506
1980,60.4697801136664,391.015755223199
1981,61.196093270615,392.375074183976
1982,63.8814394980121,393.660502283105
1983,53.0207284666991,391.347769953052
1984,78.5465833836705,390.110086520947
1988,131.373382248272,394.738843351548
1989,59.375719092145,390.207518621974
1990,77.3348783013788,392.341160220994
1991,52.3212857248652,388.756763285024
1992,54.8355584342438,385.882175925926
1993,61.7625463548144,391.395319634703
1994,64.7996723786651,393.127739726027
1995,55.6201953264765,395.657534246575
1996,73.3175676096106,398.858241505969
1997,58.7509599194441,394.583679593721
1998,54.6685068608081,399.046118721461
1999,59.8741731770088,394.55799086758
2000,66.2724297172442,396.278458213256
2001,63.8043609905618,398.93112745098
2003,56.9615925457222,401.789818008802
2004,60.139938631941,395.720985596953
2005,73.4200238592712,393.592237442922
2006,72.1950748899097,393.684395501406
2007,57.721621487716,399.262557077626
2008,56.5472640397256,395.740152550091
2009,55.1057635848833,396.25763079735
2010,59.1819071167398,399.778915525114
2011,44.9551716043977,401.583524371888
2012,58.1804269407779,397.900354442344
2013,43.7981924193513,402.927185840708
2014,73.1800392847065,402.941388825017
2015,52.3650036371228,398.745438918176
2016,54.1497346915626,403.762870497036
2017,62.4752397509143,398.39187735957
2018,51.8402133420258,401.72385978138
2019,53.4050508980344,399.795558608059
2020,54.1792573833895,406.329952185792
2021,46.0503218762171,404.943762194422
2022,49.7920332968496,400.935857916918
2023,49.34811400179,405.67399543379
2024,97.2207333130782,412.66908777969
